Country,Indicator Name,2015-data
Philippines,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",2.56
Philippines,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",7.5
Philippines,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",5.12
Philippines,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",2.81
Philippines,Poverty gap at $5.50 a day (2011 PPP) (%),21.5
Philippines,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),54.9
Philippines,Poverty headcount ratio at national poverty lines (% of population),21.6
Philippines,Multidimensional poverty index (scale 0-1),
Philippines,"Multidimensional poverty headcount ratio, male (% of male population)",
Philippines,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Philippines,"Multidimensional poverty headcount ratio, household (% of total households)",
Philippines,"Multidimensional poverty headcount ratio, female (% of female population)",
Philippines,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Philippines,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Philippines,Multidimensional poverty headcount ratio (% of total population),
Philippines,Poverty gap at $3.20 a day (2011 PPP) (%),7
Philippines,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),25.8
Philippines,Gini index (World Bank estimate),44.4
Philippines,Poverty gap at $1.90 a day (2011 PPP) (%),1.2
Philippines,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),6
Philippines,Income share held by lowest 20%,5.7
Philippines,Income share held by lowest 10%,2.3
Philippines,Proportion of people living below 50 percent of median income (%),14.5
Philippines,Income share held by highest 10%,34.8
Philippines,Income share held by highest 20%,50.9
Philippines,Income share held by fourth 20%,20.7
Philippines,Income share held by third 20%,13.5
Philippines,Income share held by second 20%,9.3
Philippines,Population living in slums (% of urban population),
Palau,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Palau,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Palau,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Palau,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Palau,Poverty gap at $5.50 a day (2011 PPP) (%),
Palau,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Palau,Poverty headcount ratio at national poverty lines (% of population),
Palau,Multidimensional poverty index (scale 0-1),
Palau,"Multidimensional poverty headcount ratio, male (% of male population)",
Palau,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Palau,"Multidimensional poverty headcount ratio, household (% of total households)",
Palau,"Multidimensional poverty headcount ratio, female (% of female population)",
Palau,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Palau,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Palau,Multidimensional poverty headcount ratio (% of total population),
Palau,Poverty gap at $3.20 a day (2011 PPP) (%),
Palau,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Palau,Gini index (World Bank estimate),
Palau,Poverty gap at $1.90 a day (2011 PPP) (%),
Palau,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Palau,Income share held by lowest 20%,
Palau,Income share held by lowest 10%,
Palau,Proportion of people living below 50 percent of median income (%),
Palau,Income share held by highest 10%,
Palau,Income share held by highest 20%,
Palau,Income share held by fourth 20%,
Palau,Income share held by third 20%,
Palau,Income share held by second 20%,
Palau,Population living in slums (% of urban population),
Papua New Guinea,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Papua New Guinea,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Papua New Guinea,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Papua New Guinea,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Papua New Guinea,Poverty gap at $5.50 a day (2011 PPP) (%),
Papua New Guinea,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Papua New Guinea,Poverty headcount ratio at national poverty lines (% of population),
Papua New Guinea,Multidimensional poverty index (scale 0-1),
Papua New Guinea,"Multidimensional poverty headcount ratio, male (% of male population)",
Papua New Guinea,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Papua New Guinea,"Multidimensional poverty headcount ratio, household (% of total households)",
Papua New Guinea,"Multidimensional poverty headcount ratio, female (% of female population)",
Papua New Guinea,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Papua New Guinea,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Papua New Guinea,Multidimensional poverty headcount ratio (% of total population),
Papua New Guinea,Poverty gap at $3.20 a day (2011 PPP) (%),
Papua New Guinea,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Papua New Guinea,Gini index (World Bank estimate),
Papua New Guinea,Poverty gap at $1.90 a day (2011 PPP) (%),
Papua New Guinea,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Papua New Guinea,Income share held by lowest 20%,
Papua New Guinea,Income share held by lowest 10%,
Papua New Guinea,Proportion of people living below 50 percent of median income (%),
Papua New Guinea,Income share held by highest 10%,
Papua New Guinea,Income share held by highest 20%,
Papua New Guinea,Income share held by fourth 20%,
Papua New Guinea,Income share held by third 20%,
Papua New Guinea,Income share held by second 20%,
Papua New Guinea,Population living in slums (% of urban population),
Poland,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Poland,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Poland,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Poland,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Poland,Poverty gap at $5.50 a day (2011 PPP) (%),0.8
Poland,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),2.5
Poland,Poverty headcount ratio at national poverty lines (% of population),17.3
Poland,Multidimensional poverty index (scale 0-1),
Poland,"Multidimensional poverty headcount ratio, male (% of male population)",23.7
Poland,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Poland,"Multidimensional poverty headcount ratio, household (% of total households)",
Poland,"Multidimensional poverty headcount ratio, female (% of female population)",23.2
Poland,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Poland,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",26.6
Poland,Multidimensional poverty headcount ratio (% of total population),23.4
Poland,Poverty gap at $3.20 a day (2011 PPP) (%),0.3
Poland,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.8
Poland,Gini index (World Bank estimate),31.8
Poland,Poverty gap at $1.90 a day (2011 PPP) (%),0.2
Poland,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.4
Poland,Income share held by lowest 20%,7.4
Poland,Income share held by lowest 10%,2.8
Poland,Proportion of people living below 50 percent of median income (%),12.9
Poland,Income share held by highest 10%,24.2
Poland,Income share held by highest 20%,39.3
Poland,Income share held by fourth 20%,23
Poland,Income share held by third 20%,17.5
Poland,Income share held by second 20%,12.8
Poland,Population living in slums (% of urban population),
Pre-demographic dividend,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Pre-demographic dividend,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Pre-demographic dividend,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Pre-demographic dividend,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Pre-demographic dividend,Poverty gap at $5.50 a day (2011 PPP) (%),
Pre-demographic dividend,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Pre-demographic dividend,Poverty headcount ratio at national poverty lines (% of population),
Pre-demographic dividend,Multidimensional poverty index (scale 0-1),
Pre-demographic dividend,"Multidimensional poverty headcount ratio, male (% of male population)",
Pre-demographic dividend,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Pre-demographic dividend,"Multidimensional poverty headcount ratio, household (% of total households)",
Pre-demographic dividend,"Multidimensional poverty headcount ratio, female (% of female population)",
Pre-demographic dividend,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Pre-demographic dividend,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Pre-demographic dividend,Multidimensional poverty headcount ratio (% of total population),
Pre-demographic dividend,Poverty gap at $3.20 a day (2011 PPP) (%),
Pre-demographic dividend,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Pre-demographic dividend,Gini index (World Bank estimate),
Pre-demographic dividend,Poverty gap at $1.90 a day (2011 PPP) (%),
Pre-demographic dividend,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Pre-demographic dividend,Income share held by lowest 20%,
Pre-demographic dividend,Income share held by lowest 10%,
Pre-demographic dividend,Proportion of people living below 50 percent of median income (%),
Pre-demographic dividend,Income share held by highest 10%,
Pre-demographic dividend,Income share held by highest 20%,
Pre-demographic dividend,Income share held by fourth 20%,
Pre-demographic dividend,Income share held by third 20%,
Pre-demographic dividend,Income share held by second 20%,
Pre-demographic dividend,Population living in slums (% of urban population),
Puerto Rico,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Puerto Rico,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Puerto Rico,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Puerto Rico,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Puerto Rico,Poverty gap at $5.50 a day (2011 PPP) (%),
Puerto Rico,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Puerto Rico,Poverty headcount ratio at national poverty lines (% of population),
Puerto Rico,Multidimensional poverty index (scale 0-1),
Puerto Rico,"Multidimensional poverty headcount ratio, male (% of male population)",
Puerto Rico,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Puerto Rico,"Multidimensional poverty headcount ratio, household (% of total households)",
Puerto Rico,"Multidimensional poverty headcount ratio, female (% of female population)",
Puerto Rico,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Puerto Rico,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Puerto Rico,Multidimensional poverty headcount ratio (% of total population),
Puerto Rico,Poverty gap at $3.20 a day (2011 PPP) (%),
Puerto Rico,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Puerto Rico,Gini index (World Bank estimate),
Puerto Rico,Poverty gap at $1.90 a day (2011 PPP) (%),
Puerto Rico,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Puerto Rico,Income share held by lowest 20%,
Puerto Rico,Income share held by lowest 10%,
Puerto Rico,Proportion of people living below 50 percent of median income (%),
Puerto Rico,Income share held by highest 10%,
Puerto Rico,Income share held by highest 20%,
Puerto Rico,Income share held by fourth 20%,
Puerto Rico,Income share held by third 20%,
Puerto Rico,Income share held by second 20%,
Puerto Rico,Population living in slums (% of urban population),
"Korea, Dem. People’s Rep.","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
"Korea, Dem. People’s Rep.","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
"Korea, Dem. People’s Rep.","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
"Korea, Dem. People’s Rep.","Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
"Korea, Dem. People’s Rep.",Poverty gap at $5.50 a day (2011 PPP) (%),
"Korea, Dem. People’s Rep.",Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
"Korea, Dem. People’s Rep.",Poverty headcount ratio at national poverty lines (% of population),
"Korea, Dem. People’s Rep.",Multidimensional poverty index (scale 0-1),
"Korea, Dem. People’s Rep.","Multidimensional poverty headcount ratio, male (% of male population)",
"Korea, Dem. People’s Rep.",Multidimensional poverty intensity (average share of deprivations experienced by the poor),
"Korea, Dem. People’s Rep.","Multidimensional poverty headcount ratio, household (% of total households)",
"Korea, Dem. People’s Rep.","Multidimensional poverty headcount ratio, female (% of female population)",
"Korea, Dem. People’s Rep.","Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
"Korea, Dem. People’s Rep.","Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
"Korea, Dem. People’s Rep.",Multidimensional poverty headcount ratio (% of total population),
"Korea, Dem. People’s Rep.",Poverty gap at $3.20 a day (2011 PPP) (%),
"Korea, Dem. People’s Rep.",Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
"Korea, Dem. People’s Rep.",Gini index (World Bank estimate),
"Korea, Dem. People’s Rep.",Poverty gap at $1.90 a day (2011 PPP) (%),
"Korea, Dem. People’s Rep.",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
"Korea, Dem. People’s Rep.",Income share held by lowest 20%,
"Korea, Dem. People’s Rep.",Income share held by lowest 10%,
"Korea, Dem. People’s Rep.",Proportion of people living below 50 percent of median income (%),
"Korea, Dem. People’s Rep.",Income share held by highest 10%,
"Korea, Dem. People’s Rep.",Income share held by highest 20%,
"Korea, Dem. People’s Rep.",Income share held by fourth 20%,
"Korea, Dem. People’s Rep.",Income share held by third 20%,
"Korea, Dem. People’s Rep.",Income share held by second 20%,
"Korea, Dem. People’s Rep.",Population living in slums (% of urban population),
Portugal,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Portugal,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Portugal,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Portugal,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Portugal,Poverty gap at $5.50 a day (2011 PPP) (%),1.1
Portugal,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),2.8
Portugal,Poverty headcount ratio at national poverty lines (% of population),19
Portugal,Multidimensional poverty index (scale 0-1),
Portugal,"Multidimensional poverty headcount ratio, male (% of male population)",
Portugal,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Portugal,"Multidimensional poverty headcount ratio, household (% of total households)",
Portugal,"Multidimensional poverty headcount ratio, female (% of female population)",
Portugal,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Portugal,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Portugal,Multidimensional poverty headcount ratio (% of total population),
Portugal,Poverty gap at $3.20 a day (2011 PPP) (%),0.5
Portugal,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1.1
Portugal,Gini index (World Bank estimate),35.5
Portugal,Poverty gap at $1.90 a day (2011 PPP) (%),0.2
Portugal,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.5
Portugal,Income share held by lowest 20%,6.7
Portugal,Income share held by lowest 10%,2.4
Portugal,Proportion of people living below 50 percent of median income (%),13.2
Portugal,Income share held by highest 10%,27.3
Portugal,Income share held by highest 20%,42.7
Portugal,Income share held by fourth 20%,22.3
Portugal,Income share held by third 20%,16.3
Portugal,Income share held by second 20%,12
Portugal,Population living in slums (% of urban population),
Paraguay,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Paraguay,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Paraguay,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Paraguay,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Paraguay,Poverty gap at $5.50 a day (2011 PPP) (%),6.4
Paraguay,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),18.9
Paraguay,Poverty headcount ratio at national poverty lines (% of population),26.6
Paraguay,Multidimensional poverty index (scale 0-1),
Paraguay,"Multidimensional poverty headcount ratio, male (% of male population)",
Paraguay,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Paraguay,"Multidimensional poverty headcount ratio, household (% of total households)",
Paraguay,"Multidimensional poverty headcount ratio, female (% of female population)",
Paraguay,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Paraguay,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Paraguay,Multidimensional poverty headcount ratio (% of total population),
Paraguay,Poverty gap at $3.20 a day (2011 PPP) (%),1.9
Paraguay,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),6.6
Paraguay,Gini index (World Bank estimate),47.6
Paraguay,Poverty gap at $1.90 a day (2011 PPP) (%),0.4
Paraguay,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),1.7
Paraguay,Income share held by lowest 20%,4.3
Paraguay,Income share held by lowest 10%,1.6
Paraguay,Proportion of people living below 50 percent of median income (%),20.2
Paraguay,Income share held by highest 10%,36.7
Paraguay,Income share held by highest 20%,52.7
Paraguay,Income share held by fourth 20%,20.9
Paraguay,Income share held by third 20%,13.4
Paraguay,Income share held by second 20%,8.7
Paraguay,Population living in slums (% of urban population),
West Bank and Gaza,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
West Bank and Gaza,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
West Bank and Gaza,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
West Bank and Gaza,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
West Bank and Gaza,Poverty gap at $5.50 a day (2011 PPP) (%),
West Bank and Gaza,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
West Bank and Gaza,Poverty headcount ratio at national poverty lines (% of population),
West Bank and Gaza,Multidimensional poverty index (scale 0-1),
West Bank and Gaza,"Multidimensional poverty headcount ratio, male (% of male population)",
West Bank and Gaza,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
West Bank and Gaza,"Multidimensional poverty headcount ratio, household (% of total households)",
West Bank and Gaza,"Multidimensional poverty headcount ratio, female (% of female population)",
West Bank and Gaza,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
West Bank and Gaza,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
West Bank and Gaza,Multidimensional poverty headcount ratio (% of total population),
West Bank and Gaza,Poverty gap at $3.20 a day (2011 PPP) (%),
West Bank and Gaza,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
West Bank and Gaza,Gini index (World Bank estimate),
West Bank and Gaza,Poverty gap at $1.90 a day (2011 PPP) (%),
West Bank and Gaza,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
West Bank and Gaza,Income share held by lowest 20%,
West Bank and Gaza,Income share held by lowest 10%,
West Bank and Gaza,Proportion of people living below 50 percent of median income (%),
West Bank and Gaza,Income share held by highest 10%,
West Bank and Gaza,Income share held by highest 20%,
West Bank and Gaza,Income share held by fourth 20%,
West Bank and Gaza,Income share held by third 20%,
West Bank and Gaza,Income share held by second 20%,
West Bank and Gaza,Population living in slums (% of urban population),
Pacific island small states,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Pacific island small states,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Pacific island small states,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Pacific island small states,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Pacific island small states,Poverty gap at $5.50 a day (2011 PPP) (%),
Pacific island small states,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Pacific island small states,Poverty headcount ratio at national poverty lines (% of population),
Pacific island small states,Multidimensional poverty index (scale 0-1),
Pacific island small states,"Multidimensional poverty headcount ratio, male (% of male population)",
Pacific island small states,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Pacific island small states,"Multidimensional poverty headcount ratio, household (% of total households)",
Pacific island small states,"Multidimensional poverty headcount ratio, female (% of female population)",
Pacific island small states,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Pacific island small states,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Pacific island small states,Multidimensional poverty headcount ratio (% of total population),
Pacific island small states,Poverty gap at $3.20 a day (2011 PPP) (%),
Pacific island small states,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Pacific island small states,Gini index (World Bank estimate),
Pacific island small states,Poverty gap at $1.90 a day (2011 PPP) (%),
Pacific island small states,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Pacific island small states,Income share held by lowest 20%,
Pacific island small states,Income share held by lowest 10%,
Pacific island small states,Proportion of people living below 50 percent of median income (%),
Pacific island small states,Income share held by highest 10%,
Pacific island small states,Income share held by highest 20%,
Pacific island small states,Income share held by fourth 20%,
Pacific island small states,Income share held by third 20%,
Pacific island small states,Income share held by second 20%,
Pacific island small states,Population living in slums (% of urban population),
Post-demographic dividend,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Post-demographic dividend,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Post-demographic dividend,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Post-demographic dividend,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Post-demographic dividend,Poverty gap at $5.50 a day (2011 PPP) (%),
Post-demographic dividend,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Post-demographic dividend,Poverty headcount ratio at national poverty lines (% of population),
Post-demographic dividend,Multidimensional poverty index (scale 0-1),
Post-demographic dividend,"Multidimensional poverty headcount ratio, male (% of male population)",
Post-demographic dividend,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Post-demographic dividend,"Multidimensional poverty headcount ratio, household (% of total households)",
Post-demographic dividend,"Multidimensional poverty headcount ratio, female (% of female population)",
Post-demographic dividend,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Post-demographic dividend,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Post-demographic dividend,Multidimensional poverty headcount ratio (% of total population),
Post-demographic dividend,Poverty gap at $3.20 a day (2011 PPP) (%),
Post-demographic dividend,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Post-demographic dividend,Gini index (World Bank estimate),
Post-demographic dividend,Poverty gap at $1.90 a day (2011 PPP) (%),
Post-demographic dividend,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Post-demographic dividend,Income share held by lowest 20%,
Post-demographic dividend,Income share held by lowest 10%,
Post-demographic dividend,Proportion of people living below 50 percent of median income (%),
Post-demographic dividend,Income share held by highest 10%,
Post-demographic dividend,Income share held by highest 20%,
Post-demographic dividend,Income share held by fourth 20%,
Post-demographic dividend,Income share held by third 20%,
Post-demographic dividend,Income share held by second 20%,
Post-demographic dividend,Population living in slums (% of urban population),
French Polynesia,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
French Polynesia,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
French Polynesia,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
French Polynesia,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
French Polynesia,Poverty gap at $5.50 a day (2011 PPP) (%),
French Polynesia,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
French Polynesia,Poverty headcount ratio at national poverty lines (% of population),
French Polynesia,Multidimensional poverty index (scale 0-1),
French Polynesia,"Multidimensional poverty headcount ratio, male (% of male population)",
French Polynesia,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
French Polynesia,"Multidimensional poverty headcount ratio, household (% of total households)",
French Polynesia,"Multidimensional poverty headcount ratio, female (% of female population)",
French Polynesia,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
French Polynesia,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
French Polynesia,Multidimensional poverty headcount ratio (% of total population),
French Polynesia,Poverty gap at $3.20 a day (2011 PPP) (%),
French Polynesia,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
French Polynesia,Gini index (World Bank estimate),
French Polynesia,Poverty gap at $1.90 a day (2011 PPP) (%),
French Polynesia,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
French Polynesia,Income share held by lowest 20%,
French Polynesia,Income share held by lowest 10%,
French Polynesia,Proportion of people living below 50 percent of median income (%),
French Polynesia,Income share held by highest 10%,
French Polynesia,Income share held by highest 20%,
French Polynesia,Income share held by fourth 20%,
French Polynesia,Income share held by third 20%,
French Polynesia,Income share held by second 20%,
French Polynesia,Population living in slums (% of urban population),
Qatar,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Qatar,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Qatar,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Qatar,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Qatar,Poverty gap at $5.50 a day (2011 PPP) (%),
Qatar,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Qatar,Poverty headcount ratio at national poverty lines (% of population),
Qatar,Multidimensional poverty index (scale 0-1),
Qatar,"Multidimensional poverty headcount ratio, male (% of male population)",
Qatar,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Qatar,"Multidimensional poverty headcount ratio, household (% of total households)",
Qatar,"Multidimensional poverty headcount ratio, female (% of female population)",
Qatar,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Qatar,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Qatar,Multidimensional poverty headcount ratio (% of total population),
Qatar,Poverty gap at $3.20 a day (2011 PPP) (%),
Qatar,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Qatar,Gini index (World Bank estimate),
Qatar,Poverty gap at $1.90 a day (2011 PPP) (%),
Qatar,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Qatar,Income share held by lowest 20%,
Qatar,Income share held by lowest 10%,
Qatar,Proportion of people living below 50 percent of median income (%),
Qatar,Income share held by highest 10%,
Qatar,Income share held by highest 20%,
Qatar,Income share held by fourth 20%,
Qatar,Income share held by third 20%,
Qatar,Income share held by second 20%,
Qatar,Population living in slums (% of urban population),
Romania,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Romania,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Romania,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Romania,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Romania,Poverty gap at $5.50 a day (2011 PPP) (%),9.6
Romania,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),22.9
Romania,Poverty headcount ratio at national poverty lines (% of population),25.3
Romania,Multidimensional poverty index (scale 0-1),
Romania,"Multidimensional poverty headcount ratio, male (% of male population)",36.5
Romania,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Romania,"Multidimensional poverty headcount ratio, household (% of total households)",
Romania,"Multidimensional poverty headcount ratio, female (% of female population)",38.2
Romania,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Romania,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",46.8
Romania,Multidimensional poverty headcount ratio (% of total population),37.4
Romania,Poverty gap at $3.20 a day (2011 PPP) (%),4.2
Romania,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),11
Romania,Gini index (World Bank estimate),35.9
Romania,Poverty gap at $1.90 a day (2011 PPP) (%),1.6
Romania,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),4.6
Romania,Income share held by lowest 20%,5.1
Romania,Income share held by lowest 10%,1.6
Romania,Proportion of people living below 50 percent of median income (%),20.5
Romania,Income share held by highest 10%,24.8
Romania,Income share held by highest 20%,40.8
Romania,Income share held by fourth 20%,24.7
Romania,Income share held by third 20%,17.7
Romania,Income share held by second 20%,11.8
Romania,Population living in slums (% of urban population),
Russian Federation,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Russian Federation,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Russian Federation,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Russian Federation,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Russian Federation,Poverty gap at $5.50 a day (2011 PPP) (%),0.8
Russian Federation,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),4.1
